TK.3124..HNE,TK.3124..HNN,TK.3124..HNZ,datetime
0.02227729089855788,-0.010060599367897551,-0.05456393826626879,2023-02-06T01:18:03.470000Z
0.02261756201334022,-0.009236831468017242,-0.05996820588149488,2023-02-06T01:18:03.480000Z
0.023537501352915144,-0.013832136672431498,-0.060626041822041996,2023-02-06T01:18:03.490000Z
0.022996588355396842,-0.0202481663177617,-0.05743876187568588,2023-02-06T01:18:03.500000Z
0.022584433989744076,-0.026139071513373933,-0.051296980728183394,2023-02-06T01:18:03.510000Z
0.01917660099810198,-0.027702710675525946,-0.04019618276164845,2023-02-06T01:18:03.520000Z
0.016198440538216324,-0.024946471809245935,-0.02457411150272528,2023-02-06T01:18:03.530000Z
0.013579500936515743,-0.017850501525509134,-0.007340906799721479,2023-02-06T01:18:03.540000Z
0.014139652202983976,-0.008654812542581295,0.0074193843095568535,2023-02-06T01:18:03.550000Z
0.014183723715889274,0.0004209660934477613,0.021123670606424987,2023-02-06T01:18:03.560000Z
0.012664960343980479,0.0052989927596507405,0.036657139030675565,2023-02-06T01:18:03.570000Z
0.008643990032096458,0.005317769361329456,0.05398179968330552,2023-02-06T01:18:03.580000Z
0.005235141261349044,0.0011638876725077276,0.0677683866528464,2023-02-06T01:18:03.590000Z
0.002876097496045675,-0.0035191470328346033,0.07323199220412013,2023-02-06T01:18:03.600000Z
0.0016275962378848113,-0.00800227439733188,0.06882881299533836,2023-02-06T01:18:03.610000Z
-0.00022624352572976403,-0.00991571688089642,0.0570525832257323,2023-02-06T01:18:03.620000Z
-0.0017384230745115194,-0.011316502310825337,0.04180168110194327,2023-02-06T01:18:03.630000Z
-0.003738414294822629,-0.010605567510290998,0.02845825192294407,2023-02-06T01:18:03.640000Z
-0.0030110992675642643,-0.01032181041655962,0.019128861814051594,2023-02-06T01:18:03.650000Z
-0.0029490898275493856,-0.009765385511795748,0.016593715064221085,2023-02-06T01:18:03.660000Z
-0.002538502222547287,-0.012251180056034249,0.016572412270662362,2023-02-06T01:18:03.670000Z
-0.0046430083504105215,-0.014931671279928494,0.01646580585903145,2023-02-06T01:18:03.680000Z
-0.00481725172150159,-0.01796625887043772,0.010880304696911503,2023-02-06T01:18:03.690000Z
-0.005434870159736995,-0.018457647677018872,0.004940069983829158,2023-02-06T01:18:03.700000Z
-0.004509043691015613,-0.018597202034082695,0.0009598316551102974,2023-02-06T01:18:03.710000Z
-0.004267724205761942,-0.01721453257627732,0.0010487264824819043,2023-02-06T01:18:03.720000Z
-0.002470690268960436,-0.0175778652885081,0.0028578831974920022,2023-02-06T01:18:03.730000Z
0.000172415603935296,-0.018667465832933324,0.006972729503879729,2023-02-06T01:18:03.740000Z
0.00476342901085576,-0.022500409215344,0.01308102138955827,2023-02-06T01:18:03.750000Z
0.010461254949974694,-0.025859371175692692,0.02099796537876748,2023-02-06T01:18:03.760000Z
0.016118187148895194,-0.02954155972308468,0.029184491745492345,2023-02-06T01:18:03.770000Z
0.01907435809043256,-0.029189030160223107,0.03379193087426218,2023-02-06T01:18:03.780000Z
0.02038709850228316,-0.025855247418743055,0.03167614923491317,2023-02-06T01:18:03.790000Z
0.018080779051493998,-0.017317446771937375,0.02361604396800511,2023-02-06T01:18:03.800000Z
0.015367562344892002,-0.008250703832968635,0.009077213099678638,2023-02-06T01:18:03.810000Z
0.009706608516529514,0.0012367556371434977,-0.007004952981129934,2023-02-06T01:18:03.820000Z
0.005407391214549389,0.007583632412107401,-0.015471230056539175,2023-02-06T01:18:03.830000Z
0.0008194338379344087,0.012180506270713444,-0.008572943845134054,2023-02-06T01:18:03.840000Z
0.0004328257047550411,0.011970912939260506,0.010721981173792394,2023-02-06T01:18:03.850000Z
0.0021624116026027805,0.008282316973767263,0.033781047404175965,2023-02-06T01:18:03.860000Z
0.005558981705739345,0.0010448105481976507,0.05435980538802309,2023-02-06T01:18:03.870000Z
